Date,Team,Opponent,W/L,Status,Pos,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,FIC
1/23/2020,Lakers,Nets,W,Starter,PG,33:36,27,11,19,0.579,3,6,0.5,2,2,1,2,9,11,10,1,1,5,0,27.8
1/22/2020,Lakers,Knicks,W,Starter,PG,36:03,21,9,16,0.563,2,5,0.4,1,3,0.333,0,6,6,5,5,0,4,0,18.4
1/20/2020,Lakers,Celtics,L,Starter,PG,29:11,15,5,12,0.417,0,2,0,5,5,1,3,4,7,13,0,0,4,1,18.6
1/18/2020,Lakers,Rockets,W,Starter,PG,35:24,31,13,25,0.52,2,7,0.286,3,5,0.6,0,5,5,12,2,0,6,3,20.6
1/15/2020,Lakers,Magic,L,Starter,PG,36:15,19,7,19,0.368,2,9,0.222,3,5,0.6,0,3,3,19,1,0,5,1,19.6
1/13/2020,Lakers,Cavaliers,W,Starter,PG,32:43,31,12,16,0.75,1,3,0.333,6,7,0.857,0,2,2,8,1,0,3,2,22.9
1/10/2020,Lakers,Mavericks,W,Starter,PG,32:16,35,14,25,0.56,3,6,0.5,4,5,0.8,2,14,16,7,1,0,3,0,31.9
1/7/2020,Lakers,Knicks,W,Starter,PG,31:26,31,9,19,0.474,6,12,0.5,7,7,1,0,5,5,5,2,1,4,2,20.9
1/5/2020,Lakers,Pistons,W,Starter,PG,35:01,21,10,21,0.476,0,3,0,1,2,0.5,3,11,14,11,0,0,3,2,22.8
1/3/2020,Lakers,Pelicans,W,Starter,PG,37:13,17,7,17,0.412,1,3,0.333,2,5,0.4,0,8,8,15,2,0,2,1,22.9
1/1/2020,Lakers,Suns,W,Starter,PG,38:04,31,11,21,0.524,1,4,0.25,8,12,0.667,2,11,13,12,2,1,5,0,31.0
12/29/2019,Lakers,Mavericks,W,Starter,PG,34:19,13,3,10,0.3,2,4,0.5,5,6,0.833,0,6,6,13,2,0,2,2,19.8
12/28/2019,Lakers,Trail Blazers,W,Starter,PG,36:44,21,7,15,0.467,1,4,0.25,6,8,0.75,1,6,7,16,2,1,1,2,29.3
12/25/2019,Lakers,Clippers,L,Starter,PG,38:50,23,9,24,0.375,2,12,0.167,3,4,0.75,3,6,9,10,2,1,2,3,20.5
12/19/2019,Lakers,Bucks,L,Starter,PG,36:44,21,8,19,0.421,3,7,0.429,2,2,1,0,12,12,11,0,0,4,5,19.5
12/17/2019,Lakers,Pacers,L,Starter,PG,34:54,20,8,20,0.4,0,6,0,4,8,0.5,1,8,9,9,0,0,5,2,12.0
12/15/2019,Lakers,Hawks,W,Starter,PG,36:56,32,12,21,0.571,4,10,0.4,4,7,0.571,1,12,13,7,1,3,4,1,30.1
12/13/2019,Lakers,Heat,W,Starter,PG,37:26,28,11,22,0.5,4,8,0.5,2,4,0.5,2,7,9,12,1,0,8,2,21.3
12/11/2019,Lakers,Magic,W,Starter,PG,37:55,25,11,24,0.458,1,6,0.167,2,5,0.4,2,9,11,10,2,0,6,2,18.9
12/8/2019,Lakers,Timberwolves,W,Starter,PG,27:51,32,12,20,0.6,6,8,0.75,2,2,1,1,3,4,13,1,0,5,4,26.5
12/6/2019,Lakers,Trail Blazers,W,Starter,PG,33:45,31,11,23,0.478,4,9,0.444,5,7,0.714,1,6,7,8,0,1,3,1,22.1
12/4/2019,Lakers,Jazz,W,Starter,PG,29:28,20,9,21,0.429,1,6,0.167,1,1,1,0,4,4,12,1,0,1,3,17.4
12/3/2019,Lakers,Nuggets,W,Starter,PG,36:53,25,9,18,0.5,1,4,0.25,6,6,1,2,4,6,9,0,0,4,3,17.8
12/1/2019,Lakers,Mavericks,L,Starter,PG,36:25,25,11,20,0.55,0,5,0,3,3,1,0,9,9,8,4,0,6,3,20.1
11/29/2019,Lakers,Wizards,W,Starter,PG,24:36,23,9,16,0.563,4,8,0.5,1,2,0.5,0,3,3,11,2,1,6,1,20.0
11/27/2019,Lakers,Pelicans,W,Starter,PG,37:35,29,10,18,0.556,2,6,0.333,7,11,0.636,2,3,5,11,2,1,5,2,23.6
11/25/2019,Lakers,Spurs,W,Starter,PG,35:08,33,13,24,0.542,4,7,0.571,3,8,0.375,1,3,4,14,0,1,3,2,26.3
11/23/2019,Lakers,Grizzlies,W,Starter,PG,38:50,30,14,27,0.519,2,9,0.222,0,0,0,1,5,6,4,2,0,5,1,15.0
11/22/2019,Lakers,Thunder,W,Starter,PG,35:37,23,9,20,0.45,1,3,0.333,4,6,0.667,1,5,6,14,1,1,5,2,20.5
11/19/2019,Lakers,Thunder,W,Starter,PG,37:08,25,10,21,0.476,2,5,0.4,3,5,0.6,0,11,11,10,2,0,7,2,19.6
11/17/2019,Lakers,Hawks,W,Starter,PG,33:07,33,13,21,0.619,6,10,0.6,1,1,1,0,7,7,12,1,1,0,1,35.6
11/15/2019,Lakers,Kings,W,Starter,PG,38:40,29,10,20,0.5,2,7,0.286,7,7,1,3,1,4,11,3,0,2,1,26.6
11/13/2019,Lakers,Warriors,W,Starter,SF,26:29,23,11,21,0.524,1,5,0.2,0,1,0,2,4,6,12,1,1,4,1,21.4
11/12/2019,Lakers,Suns,W,Starter,SF,37:04,19,8,18,0.444,1,4,0.25,2,7,0.286,0,7,7,11,0,0,1,0,18.1
11/10/2019,Lakers,Raptors,L,Starter,SF,35:20,13,5,15,0.333,0,2,0,3,6,0.5,3,10,13,15,0,1,2,0,24.0
11/8/2019,Lakers,Heat,W,Starter,SF,36:03,25,10,19,0.526,4,7,0.571,1,2,0.5,1,3,4,6,0,0,3,2,15.3
11/5/2019,Lakers,Bulls,W,Starter,PG,35:11,30,10,19,0.526,2,6,0.333,8,9,0.889,0,10,10,11,2,1,2,3,30.4
11/3/2019,Lakers,Spurs,W,Starter,SF,37:18,21,8,23,0.348,0,6,0,5,10,0.5,1,10,11,13,2,1,5,2,18.5
11/1/2019,Lakers,Mavericks,W,Starter,SF,42:32,39,13,23,0.565,4,9,0.444,9,11,0.818,0,12,12,16,4,1,4,5,41.1
10/29/2019,Lakers,Grizzlies,W,Starter,SF,28:19,23,8,15,0.533,2,5,0.4,5,7,0.714,0,2,2,8,0,1,6,0,13.6
10/27/2019,Lakers,Hornets,W,Starter,SF,35:01,20,7,14,0.5,1,3,0.333,5,5,1,1,5,6,12,1,0,4,0,21.4
10/25/2019,Lakers,Jazz,W,Starter,SF,30:34,32,12,22,0.545,1,4,0.25,7,8,0.875,2,5,7,10,1,0,1,0,28.3
10/22/2019,Lakers,Clippers,L,Starter,SF,36:00,18,7,19,0.368,1,5,0.2,3,4,0.75,1,9,10,8,1,1,5,3,13.5
Totals,,,,67 GP,,2316.3,1698,643,1303,0.493,148,425,0.348,264,381,0.693,66,459,525,684,78,36,261,118,"1,438.6"
Averages,,,,,,34.6,25.3,9.6,19.4,0.493,2.2,6.3,0.348,3.9,5.7,0.693,1,6.9,7.8,10.2,1.2,0.5,3.9,1.8,21.5
