Date,Team,Opponent,W/L,Status,Pos,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,FIC
3/15/2015,Cavaliers,Magic,W,Starter,SF,34:44,21,9,14,0.643,0,3,0,3,4,0.75,1,7,8,13,3,1,1,3,29.8
3/12/2015,Cavaliers,Spurs,W,Starter,SF,43:43,31,10,20,0.5,3,6,0.5,8,10,0.8,0,5,5,7,2,1,3,2,22.0
3/10/2015,Cavaliers,Mavericks,W,Starter,SF,28:58,27,10,14,0.714,4,6,0.667,3,5,0.6,0,7,7,8,1,1,2,3,26.4
3/7/2015,Cavaliers,Suns,W,Starter,SF,36:26,17,6,16,0.375,2,5,0.4,3,6,0.5,0,6,6,8,1,0,4,3,10.8
3/6/2015,Cavaliers,Hawks,L,Starter,SF,40:09,18,5,13,0.385,1,4,0.25,7,8,0.875,1,5,6,8,2,1,9,3,10.5
3/4/2015,Cavaliers,Raptors,W,Starter,SF,37:27,29,9,16,0.563,3,6,0.5,8,13,0.615,1,5,6,14,0,0,3,2,26.9
3/3/2015,Cavaliers,Celtics,W,Starter,SF,25:35,27,12,23,0.522,0,1,0,3,3,1,1,2,3,5,3,1,1,0,19.1
3/1/2015,Cavaliers,Rockets,L,Starter,SF,42:06,37,15,35,0.429,4,12,0.333,3,11,0.273,2,6,8,4,3,3,4,4,17.1
2/26/2015,Cavaliers,Warriors,W,Starter,SF,36:12,42,15,25,0.6,4,9,0.444,8,11,0.727,1,10,11,5,3,1,6,5,28.1
2/24/2015,Cavaliers,Pistons,W,Starter,SF,39:03,19,6,14,0.429,1,5,0.2,6,10,0.6,0,7,7,11,3,1,9,3,14.5
2/22/2015,Cavaliers,Knicks,W,Starter,SF,27:55,18,7,17,0.412,1,6,0.167,3,5,0.6,0,7,7,7,2,0,4,2,12.6
2/20/2015,Cavaliers,Wizards,W,Starter,SF,25:07,28,12,21,0.571,3,5,0.6,1,3,0.333,0,5,5,6,1,0,2,3,18.4
2/12/2015,Cavaliers,Bulls,L,Starter,SF,34:14,31,12,26,0.462,2,9,0.222,5,6,0.833,0,5,5,4,0,0,8,3,7.5
2/11/2015,Cavaliers,Heat,W,Starter,SF,31:27,18,6,16,0.375,0,4,0,6,7,0.857,0,9,9,7,1,0,5,2,12.1
2/8/2015,Cavaliers,Lakers,W,Starter,SF,30:11,22,8,16,0.5,2,7,0.286,4,5,0.8,2,8,10,8,1,0,6,2,18.1
2/6/2015,Cavaliers,Pacers,L,Starter,SF,38:34,25,10,21,0.476,0,4,0,5,8,0.625,0,6,6,5,2,1,7,3,10.3
2/5/2015,Cavaliers,Clippers,W,Starter,SF,27:47,23,8,14,0.571,1,2,0.5,6,7,0.857,0,3,3,9,1,0,2,0,20.1
2/2/2015,Cavaliers,Sixers,W,Starter,SF,35:51,18,6,17,0.353,1,4,0.25,5,6,0.833,0,3,3,11,2,0,6,2,11.3
1/31/2015,Cavaliers,Timberwolves,W,Starter,SF,39:45,36,14,25,0.56,3,8,0.375,5,8,0.625,3,3,6,5,0,1,2,1,23.0
1/30/2015,Cavaliers,Kings,W,Starter,SF,33:04,19,7,16,0.438,1,4,0.25,4,6,0.667,0,3,3,7,4,2,6,1,13.5
1/27/2015,Cavaliers,Pistons,W,Starter,SF,35:56,32,11,24,0.458,0,4,0,10,11,0.909,0,6,6,7,1,0,4,3,16.9
1/25/2015,Cavaliers,Thunder,W,Starter,SF,38:35,34,11,25,0.44,2,6,0.333,10,13,0.769,0,7,7,5,1,2,2,1,21.1
1/23/2015,Cavaliers,Hornets,W,Starter,SF,26:37,25,9,15,0.6,2,4,0.5,5,6,0.833,1,5,6,9,4,1,2,1,27.8
1/21/2015,Cavaliers,Jazz,W,Starter,SF,35:45,26,8,16,0.5,0,2,0,10,14,0.714,2,5,7,9,4,0,7,0,20.5
1/19/2015,Cavaliers,Bulls,W,Starter,SF,36:16,26,12,23,0.522,0,3,0,2,3,0.667,1,4,5,4,0,0,6,4,7.6
1/16/2015,Cavaliers,Clippers,W,Starter,SF,42:29,32,11,23,0.478,3,8,0.375,7,12,0.583,0,11,11,7,3,0,9,4,17.5
1/15/2015,Cavaliers,Lakers,W,Starter,SF,38:02,36,12,23,0.522,4,9,0.444,8,13,0.615,1,3,4,5,2,0,1,2,22.1
1/13/2015,Cavaliers,Suns,L,Starter,SF,36:41,33,11,18,0.611,3,8,0.375,8,13,0.615,1,6,7,5,1,0,5,3,19.6
12/28/2014,Cavaliers,Pistons,L,Starter,SF,31:51,17,5,19,0.263,2,6,0.333,5,5,1,1,9,10,7,1,0,7,3,8.1
12/26/2014,Cavaliers,Magic,W,Starter,SF,36:56,29,10,20,0.5,0,5,0,9,11,0.818,0,5,5,8,2,2,4,1,21.1
12/25/2014,Cavaliers,Heat,L,Starter,PF,40:02,30,9,16,0.563,2,8,0.25,10,18,0.556,0,4,4,8,0,0,4,1,17.8
12/23/2014,Cavaliers,Timberwolves,W,Starter,SF,34:38,24,8,16,0.5,4,7,0.571,4,5,0.8,0,4,4,3,1,3,2,3,16.6
12/21/2014,Cavaliers,Grizzlies,W,Starter,SF,37:33,25,9,15,0.6,3,5,0.6,4,6,0.667,0,1,1,11,0,1,5,1,18.8
12/19/2014,Cavaliers,Nets,W,Starter,SF,39:56,22,7,18,0.389,2,4,0.5,6,8,0.75,1,3,4,9,2,0,4,4,13.8
12/17/2014,Cavaliers,Hawks,L,Starter,SF,29:02,21,8,16,0.5,0,2,0,5,7,0.714,0,3,3,2,2,0,2,0,10.6
12/15/2014,Cavaliers,Hornets,W,Starter,SF,40:18,27,11,19,0.579,2,3,0.667,3,4,0.75,0,7,7,14,1,3,5,2,28.5
12/12/2014,Cavaliers,Pelicans,L,Starter,SF,37:37,41,17,24,0.708,2,2,1,5,8,0.625,0,5,5,5,0,1,2,1,27.3
12/9/2014,Cavaliers,Raptors,W,Starter,SF,41:53,35,12,21,0.571,2,5,0.4,9,9,1,1,1,2,4,2,2,2,1,23.1
12/8/2014,Cavaliers,Nets,W,Starter,SF,33:54,18,8,17,0.471,1,3,0.333,1,2,0.5,0,4,4,7,3,0,3,2,13.5
12/5/2014,Cavaliers,Raptors,W,Starter,SF,42:27,24,9,18,0.5,2,4,0.5,4,6,0.667,0,7,7,13,3,1,4,2,25.5
12/4/2014,Cavaliers,Knicks,W,Starter,SF,39:31,19,7,17,0.412,1,6,0.167,4,7,0.571,1,4,5,12,2,0,4,2,16.6
12/2/2014,Cavaliers,Bucks,W,Starter,SF,41:05,26,6,15,0.4,0,4,0,14,21,0.667,1,4,5,10,0,0,7,1,13.4
11/29/2014,Cavaliers,Pacers,W,Starter,SF,31:44,19,9,18,0.5,0,1,0,1,2,0.5,0,2,2,7,1,0,3,1,10.8
11/26/2014,Cavaliers,Wizards,W,Starter,SF,36:05,29,7,14,0.5,1,5,0.2,14,17,0.824,1,9,10,8,3,0,4,3,25.4
11/24/2014,Cavaliers,Magic,W,Starter,SF,31:00,29,9,17,0.529,2,4,0.5,9,11,0.818,1,3,4,11,3,0,1,0,28.4
11/22/2014,Cavaliers,Raptors,L,Starter,SF,37:17,15,6,12,0.5,1,4,0.25,2,3,0.667,0,1,1,10,1,1,5,2,11.6
11/21/2014,Cavaliers,Wizards,L,Starter,SF,39:02,22,8,21,0.381,2,7,0.286,4,7,0.571,3,1,4,4,1,1,3,0,10.4
11/19/2014,Cavaliers,Spurs,L,Starter,SF,34:06,15,6,17,0.353,2,3,0.667,1,1,1,3,3,6,9,1,1,5,3,11.6
11/17/2014,Cavaliers,Nuggets,L,Starter,SF,40:34,22,8,18,0.444,1,4,0.25,5,7,0.714,0,9,9,5,0,2,4,2,14.6
11/15/2014,Cavaliers,Hawks,W,Starter,SF,28:54,32,13,20,0.65,4,5,0.8,2,4,0.5,2,4,6,7,0,1,3,1,25.0
11/14/2014,Cavaliers,Celtics,W,Starter,SF,40:51,41,16,27,0.593,3,8,0.375,6,9,0.667,0,4,4,7,0,1,3,4,23.4
11/10/2014,Cavaliers,Pelicans,W,Starter,SF,40:26,32,9,17,0.529,1,3,0.333,13,17,0.765,2,9,11,9,1,1,4,1,28.1
11/7/2014,Cavaliers,Nuggets,W,Starter,SF,39:38,22,8,18,0.444,1,5,0.2,5,6,0.833,0,7,7,11,1,1,3,1,21.0
11/5/2014,Cavaliers,Jazz,L,Starter,SF,42:02,31,8,18,0.444,3,5,0.6,12,12,1,0,3,3,4,3,0,4,2,17.3
11/4/2014,Cavaliers,Trail Blazers,L,Starter,SF,34:56,11,4,12,0.333,2,4,0.5,1,1,1,1,6,7,7,1,0,3,2,11.1
10/31/2014,Cavaliers,Bulls,W,Starter,SF,41:40,36,14,30,0.467,1,3,0.333,7,9,0.778,1,7,8,5,4,1,3,1,22.9
10/30/2014,Cavaliers,Knicks,L,Starter,SF,43:14,17,5,15,0.333,1,5,0.2,6,7,0.857,0,5,5,4,0,0,8,3,1.4
Totals,,,,69 GP,,2493.4,1743,624,1279,0.488,120,339,0.354,375,528,0.71,51,365,416,511,109,49,272,135,"1,212.3"
Averages,,,,,,36.1,25.3,9,18.5,0.488,1.7,4.9,0.354,5.4,7.7,0.71,0.7,5.3,6,7.4,1.6,0.7,3.9,2,17.6
