Date,Team,Opponent,W/L,Status,Pos,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,FIC
3/10/2006,Cavaliers,Magic,L,Starter,SF,38:58,25,9,22,0.409,2,6,0.333,5,6,0.833,2,5,7,2,2,1,5,0,12.0
3/8/2006,Cavaliers,Raptors,W,Starter,SF,44:17,35,13,24,0.542,1,3,0.333,8,12,0.667,1,5,6,6,1,0,0,2,23.3
3/7/2006,Cavaliers,Raptors,W,Starter,SF,43:44,17,5,17,0.294,2,6,0.333,5,6,0.833,1,11,12,8,1,0,2,2,17.3
3/5/2006,Cavaliers,Bulls,W,Starter,SF,46:27,37,15,28,0.536,1,3,0.333,6,6,1,0,9,9,7,2,0,3,3,25.0
3/2/2006,Cavaliers,Bulls,W,Starter,SF,46:37,33,11,27,0.407,0,3,0,11,13,0.846,2,9,11,8,0,1,5,4,18.6
3/1/2006,Cavaliers,Kings,L,Starter,SF,44:40,19,7,21,0.333,1,4,0.25,4,7,0.571,1,6,7,12,1,2,5,1,15.6
2/27/2006,Cavaliers,Pistons,L,Starter,SF,46:34,26,9,22,0.409,0,3,0,8,10,0.8,1,3,4,6,0,1,5,0,11.0
2/26/2006,Cavaliers,Pistons,L,Starter,SF,37:46,22,9,20,0.45,2,3,0.667,2,3,0.667,1,8,9,7,0,0,3,3,15.4
2/24/2006,Cavaliers,Wizards,L,Starter,SF,47:46,25,7,21,0.333,3,8,0.375,8,19,0.421,0,7,7,9,1,0,4,2,12.4
2/22/2006,Cavaliers,Sixers,L,Starter,SF,43:07,33,13,24,0.542,1,4,0.25,6,10,0.6,3,3,6,5,2,1,6,3,17.0
2/21/2006,Cavaliers,Magic,W,Starter,SF,42:51,26,10,24,0.417,1,5,0.2,5,7,0.714,0,2,2,9,1,2,2,0,16.9
2/15/2006,Cavaliers,Celtics,W,Starter,SF,53:55,43,16,32,0.5,0,5,0,11,15,0.733,1,11,12,11,2,4,2,5,35.1
2/13/2006,Cavaliers,Spurs,W,Starter,SF,40:43,44,19,33,0.576,1,3,0.333,5,8,0.625,2,1,3,5,4,0,2,0,26.0
2/11/2006,Cavaliers,Warriors,L,Starter,SF,43:48,33,10,17,0.588,5,6,0.833,8,8,1,1,4,5,6,1,2,2,5,25.8
2/10/2006,Cavaliers,Wizards,L,Starter,SF,45:23,18,6,23,0.261,0,3,0,6,8,0.75,1,8,9,8,1,0,2,2,10.8
2/8/2006,Cavaliers,Timberwolves,W,Starter,SF,45:38,35,11,34,0.324,1,5,0.2,12,17,0.706,1,10,11,8,1,0,0,3,19.1
2/6/2006,Cavaliers,Bucks,W,Starter,SF,45:21,22,9,20,0.45,2,7,0.286,2,4,0.5,0,9,9,12,0,2,4,4,20.3
2/4/2006,Cavaliers,Sixers,L,Starter,SF,47:11,31,10,17,0.588,2,7,0.286,9,10,0.9,2,2,4,6,2,1,4,0,23.0
2/2/2006,Cavaliers,Heat,L,Starter,SF,39:18,29,12,29,0.414,2,5,0.4,3,3,1,1,4,5,7,1,0,1,0,17.1
2/1/2006,Cavaliers,Nets,W,Starter,SF,44:26,26,8,21,0.381,0,2,0,10,12,0.833,0,11,11,10,1,1,4,2,21.0
1/30/2006,Cavaliers,Hornets,W,Starter,SF,32:00,30,11,19,0.579,2,6,0.333,6,11,0.545,1,5,6,6,5,1,4,2,23.4
1/29/2006,Cavaliers,Suns,W,Starter,SF,43:00,44,17,33,0.515,3,7,0.429,7,12,0.583,1,10,11,7,1,1,6,1,25.8
1/27/2006,Cavaliers,Pacers,W,Starter,SF,45:00,30,12,23,0.522,1,2,0.5,5,8,0.625,1,6,7,9,3,1,6,1,21.8
1/25/2006,Cavaliers,Hawks,W,Starter,SF,46:00,38,11,22,0.5,1,5,0.2,15,20,0.75,1,8,9,6,3,1,5,2,25.0
1/24/2006,Cavaliers,Pacers,W,Starter,SF,35:22,23,7,21,0.333,2,5,0.4,7,10,0.7,0,7,7,8,2,2,1,0,19.8
1/21/2006,Cavaliers,Jazz,W,Starter,SF,42:47,51,19,35,0.543,4,8,0.5,9,11,0.818,0,5,5,8,2,0,3,4,29.4
1/20/2006,Cavaliers,Warriors,L,Starter,SF,35:12,14,5,22,0.227,0,3,0,4,6,0.667,1,8,9,6,0,0,6,3,0.8
1/18/2006,Cavaliers,Nuggets,L,Starter,SF,41:35,24,7,20,0.35,2,6,0.333,8,15,0.533,2,9,11,9,0,0,2,5,16.6
1/15/2006,Cavaliers,Trail Blazers,L,Starter,SF,41:19,29,10,26,0.385,1,5,0.2,8,11,0.727,2,11,13,7,1,3,2,3,23.1
1/14/2006,Cavaliers,Suns,L,Starter,SF,43:45,46,18,28,0.643,5,8,0.625,5,5,1,0,7,7,8,1,0,1,1,35.9
1/12/2006,Cavaliers,Lakers,L,Starter,SF,40:06,28,11,22,0.5,2,3,0.667,4,9,0.444,0,2,2,9,0,0,5,2,12.6
1/10/2006,Cavaliers,Knicks,L,Starter,SF,46:00,36,14,31,0.452,0,7,0,8,11,0.727,0,7,7,7,0,1,1,0,20.9
1/7/2006,Cavaliers,Bucks,W,Starter,SF,45:12,35,14,22,0.636,3,7,0.429,4,9,0.444,2,5,7,6,0,1,0,1,27.4
1/5/2006,Cavaliers,Rockets,L,Starter,SF,44:15,32,13,19,0.684,3,7,0.429,3,6,0.5,1,8,9,5,1,0,3,4,23.5
1/4/2006,Cavaliers,Bucks,W,Starter,SF,45:42,32,12,29,0.414,2,8,0.25,6,7,0.857,2,9,11,11,5,1,4,1,28.9
12/31/2005,Cavaliers,Pistons,W,Starter,SF,44:33,30,11,22,0.5,2,5,0.4,6,7,0.857,1,6,7,7,4,1,5,2,22.4
12/27/2005,Cavaliers,Nets,L,Starter,SF,40:18,31,12,21,0.571,1,5,0.2,6,9,0.667,1,9,10,8,2,0,4,3,24.1
12/26/2005,Cavaliers,Bulls,W,Starter,SF,44:58,32,12,25,0.48,0,5,0,8,12,0.667,1,7,8,6,2,2,2,0,23.0
12/23/2005,Cavaliers,Pacers,W,Starter,SF,43:51,14,4,16,0.25,0,1,0,6,11,0.545,1,7,8,9,1,0,3,1,10.6
12/22/2005,Cavaliers,Bulls,W,Starter,SF,43:51,37,12,25,0.48,4,6,0.667,9,13,0.692,0,5,5,6,4,0,2,2,24.1
12/20/2005,Cavaliers,Jazz,W,Starter,SF,28:55,25,8,12,0.667,1,1,1,8,9,0.889,2,4,6,4,3,2,5,1,21.1
12/17/2005,Cavaliers,Heat,W,Starter,SF,46:23,41,12,19,0.632,2,4,0.5,15,16,0.938,0,5,5,10,1,0,4,3,30.0
12/15/2005,Cavaliers,Nuggets,W,Starter,SF,45:06,26,11,18,0.611,1,4,0.25,3,6,0.5,0,4,4,9,1,0,3,3,18.8
12/13/2005,Cavaliers,Hawks,L,Starter,SF,45:08,39,13,23,0.565,3,6,0.5,10,16,0.625,0,10,10,6,2,0,6,5,22.8
12/10/2005,Cavaliers,Bucks,L,Starter,SF,42:48,52,19,29,0.655,5,9,0.556,9,10,0.9,0,7,7,7,2,0,3,5,35.3
12/9/2005,Cavaliers,Nets,L,Starter,SF,44:49,32,11,26,0.423,0,4,0,10,15,0.667,2,4,6,3,0,1,7,3,7.4
12/6/2005,Cavaliers,Kings,W,Starter,SF,44:19,30,10,23,0.435,1,5,0.2,9,12,0.75,2,4,6,6,2,3,5,2,18.3
12/3/2005,Cavaliers,Clippers,L,Starter,SF,44:41,30,8,25,0.32,3,5,0.6,11,14,0.786,0,5,5,6,1,1,1,3,15.3
12/2/2005,Cavaliers,SuperSonics,L,Starter,SF,45:07,34,14,27,0.519,0,5,0,6,8,0.75,0,3,3,8,1,3,1,1,23.5
11/30/2005,Cavaliers,Clippers,W,Starter,SF,49:56,28,7,20,0.35,0,3,0,14,17,0.824,0,7,7,9,1,1,6,1,16.4
11/26/2005,Cavaliers,Timberwolves,L,Starter,SF,44:04,38,13,29,0.448,6,11,0.545,6,6,1,2,3,5,2,4,0,2,2,21.3
11/24/2005,Cavaliers,Pacers,L,Starter,SF,43:02,19,6,20,0.3,0,4,0,7,11,0.636,1,9,10,4,5,1,6,4,9.6
11/22/2005,Cavaliers,Celtics,W,Starter,SF,40:59,36,13,20,0.65,1,3,0.333,9,11,0.818,0,5,5,4,2,2,1,4,25.6
11/19/2005,Cavaliers,Sixers,W,Starter,SF,46:51,36,14,24,0.583,0,2,0,8,10,0.8,2,9,11,10,1,1,5,1,29.5
11/18/2005,Cavaliers,Magic,W,Starter,SF,33:56,16,6,17,0.353,0,3,0,4,6,0.667,1,5,6,4,2,0,4,2,6.8
11/15/2005,Cavaliers,Wizards,W,Starter,SF,42:26,37,15,23,0.652,2,3,0.667,5,5,1,1,9,10,4,0,2,3,1,28.1
11/13/2005,Cavaliers,Magic,W,Starter,SF,48:54,26,9,20,0.45,1,4,0.25,7,11,0.636,0,5,5,3,0,1,2,2,11.6
11/11/2005,Cavaliers,Grizzlies,W,Starter,SF,25:40,16,5,11,0.455,0,1,0,6,6,1,1,5,6,2,3,1,3,5,10.8
11/9/2005,Cavaliers,SuperSonics,W,Starter,SF,35:38,31,10,18,0.556,0,2,0,11,11,1,1,4,5,1,0,1,4,1,14.9
11/7/2005,Cavaliers,Raptors,W,Starter,SF,36:28,27,9,17,0.529,0,2,0,9,12,0.75,0,3,3,6,1,2,1,3,18.5
11/5/2005,Cavaliers,Grizzlies,L,Starter,SF,40:51,36,14,29,0.483,4,9,0.444,4,5,0.8,0,2,2,6,2,0,2,2,18.9
11/4/2005,Cavaliers,Spurs,L,Starter,SF,36:34,20,7,16,0.438,0,3,0,6,7,0.857,0,6,6,4,0,1,3,3,10.4
11/2/2005,Cavaliers,Pelicans,W,Starter,SF,33:23,31,9,16,0.563,6,7,0.857,7,8,0.875,1,2,3,4,2,0,3,3,20.0
Totals,,,,79 GP,,3361.3,2478,875,1823,0.48,127,379,0.335,601,814,0.738,75,481,556,521,123,66,260,181,"1,569.0"
Averages,,,,,,42.5,31.4,11.1,23.1,0.48,1.6,4.8,0.335,7.6,10.3,0.738,0.9,6.1,7,6.6,1.6,0.8,3.3,2.3,19.9
