Date,Team.x,Opponent,W/L,Status,Pos,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,FIC,Home/Away,Team.y
2021-05-16,Lakers,Pelicans,W,Starter,SF,27:28,25,11,22,0.5,2,5,0.4,1,2,0.5,1,0,1,6,3,0,2,0,15.8,Away,LAL
2021-05-15,Lakers,Pacers,W,Starter,SF,28:27,24,11,22,0.5,1,4,0.25,1,2,0.5,3,4,7,8,0,0,4,2,15.8,Away,LAL
2021-05-02,Lakers,Raptors,L,Starter,SF,27:33,19,6,11,0.545,2,5,0.4,5,7,0.714,0,7,7,6,0,0,5,2,13.4,Home,LAL
2021-04-30,Lakers,Kings,L,Starter,SF,31:51,16,6,12,0.5,1,5,0.2,3,5,0.6,1,7,8,7,2,1,5,1,15.9,Home,LAL
2021-03-20,Lakers,Hawks,L,Starter,SF,10:36,10,3,6,0.5,1,2,0.5,3,3,1,0,1,1,4,0,0,1,0,8.1,Home,LAL
2021-03-18,Lakers,Hornets,W,Starter,SF,36:30,37,14,23,0.609,4,9,0.444,5,6,0.833,1,7,8,6,1,1,3,2,27.8,Home,LAL
2021-03-16,Lakers,Timberwolves,W,Starter,SF,31:12,25,8,14,0.571,4,7,0.571,5,5,1,1,11,12,12,0,1,4,0,30.9,Home,LAL
2021-03-15,Lakers,Warriors,W,Starter,SF,30:29,22,8,13,0.615,2,4,0.5,4,6,0.667,1,9,10,11,0,0,6,3,21.3,Away,LAL
2021-03-12,Lakers,Pacers,W,Starter,SF,34:21,18,5,13,0.385,1,4,0.25,7,11,0.636,0,3,3,10,1,0,3,4,12.4,Home,LAL
2021-03-02,Lakers,Suns,L,Starter,SF,37:38,38,16,24,0.667,3,8,0.375,3,5,0.6,0,5,5,6,2,1,3,1,27.4,Home,LAL
2021-02-28,Lakers,Warriors,W,Starter,SF,24:24,19,7,12,0.583,3,5,0.6,2,4,0.5,2,4,6,4,2,2,2,2,18.5,Home,LAL
2021-02-26,Lakers,Trail Blazers,W,Starter,SF,35:34,28,11,21,0.524,2,5,0.4,4,8,0.5,1,10,11,7,4,3,2,1,29.3,Home,LAL
2021-02-24,Lakers,Jazz,L,Starter,PG,27:49,19,7,13,0.538,1,5,0.2,4,5,0.8,0,4,4,4,1,0,4,0,11.4,Away,LAL
2021-02-22,Lakers,Wizards,L,Starter,PG,43:15,31,14,29,0.483,2,10,0.2,1,3,0.333,0,9,9,13,1,0,8,2,19.9,Home,LAL
2021-02-20,Lakers,Heat,L,Starter,PG,37:27,19,7,21,0.333,1,8,0.125,4,4,1,1,8,9,9,1,1,5,3,13.3,Home,LAL
2021-02-18,Lakers,Nets,L,Starter,PG,32:59,32,14,23,0.609,1,6,0.167,3,6,0.5,0,8,8,7,0,0,3,1,22,Home,LAL
2021-02-16,Lakers,Timberwolves,W,Starter,SF,37:53,30,13,20,0.65,1,4,0.25,3,4,0.75,0,13,13,7,0,1,5,1,25.8,Away,LAL
2021-02-14,Lakers,Nuggets,L,Starter,SF,30:56,22,9,18,0.5,0,5,0,4,7,0.571,1,9,10,9,0,1,1,2,21.6,Away,LAL
2021-02-12,Lakers,Grizzlies,W,Starter,SF,34:08,28,9,15,0.6,1,4,0.25,9,14,0.643,1,8,9,8,2,0,5,2,22.5,Home,LAL
2021-02-10,Lakers,Thunder,W,Starter,SF,41:03,25,9,20,0.45,3,9,0.333,4,4,1,0,6,6,7,2,0,5,2,16,Home,LAL
