Date,Team.x,Opponent,W/L,Status,Pos,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,FIC,Home/Away,Team.y
2025-04-11,Lakers,Rockets,W,Starter,PF,22:07,14,6,11,0.545,1,4,0.25,1,1,1,0,4,4,8,1,0,1,1,15.9,Home,LAL
2025-04-09,Lakers,Mavericks,W,Starter,PF,36:17,27,11,20,0.55,0,4,0,5,6,0.833,2,5,7,3,1,0,2,2,16.5,Away,LAL
2025-04-08,Lakers,Thunder,L,Starter,PF,35:29,28,8,19,0.421,3,6,0.5,9,10,0.9,0,7,7,3,1,0,6,1,12.8,Away,LAL
2025-04-06,Lakers,Thunder,W,Starter,PF,34:15,19,9,16,0.563,1,1,1,0,0,0,2,1,3,7,1,0,2,0,15.8,Away,LAL
2025-04-04,Lakers,Pelicans,W,Starter,PF,32:40,27,9,17,0.529,2,7,0.286,7,8,0.875,0,0,0,8,2,0,1,1,19.8,Home,LAL
2025-04-03,Lakers,Warriors,L,Starter,PF,39:51,33,10,15,0.667,5,8,0.625,8,9,0.889,1,4,5,9,1,1,4,2,28.4,Home,LAL
2025-03-31,Lakers,Rockets,W,Starter,PF,37:40,16,5,12,0.417,2,4,0.5,4,4,1,0,8,8,4,2,2,3,1,16,Home,LAL
2025-03-29,Lakers,Grizzlies,W,Starter,PF,37:27,25,10,21,0.476,2,5,0.4,3,4,0.75,1,5,6,8,3,1,3,3,20,Away,LAL
2025-03-27,Lakers,Bulls,L,Starter,PF,38:45,17,8,20,0.4,0,5,0,1,2,0.5,1,4,5,12,2,0,4,1,14.8,Away,LAL
2025-03-26,Lakers,Pacers,W,Starter,PF,37:44,13,4,12,0.333,0,3,0,5,5,1,3,10,13,7,1,0,1,1,19.1,Away,LAL
2025-03-24,Lakers,Magic,L,Starter,PF,37:40,24,9,18,0.5,0,3,0,6,7,0.857,3,3,6,7,0,0,2,0,18.1,Away,LAL
2025-03-22,Lakers,Bulls,L,Starter,PF,31:25,17,7,16,0.438,1,2,0.5,2,5,0.4,0,6,6,4,3,0,5,1,9.1,Home,LAL
2025-03-08,Lakers,Celtics,L,Starter,PF,34:30,22,11,23,0.478,0,6,0,0,3,0,2,12,14,9,0,0,1,3,21.1,Away,LAL
2025-03-06,Lakers,Knicks,W,Starter,PF,43:53,31,11,23,0.478,2,8,0.25,7,8,0.875,1,11,12,8,0,1,1,3,26.5,Home,LAL
2025-03-04,Lakers,Pelicans,W,Starter,PF,33:15,34,10,18,0.556,5,10,0.5,9,9,1,1,7,8,6,1,2,4,1,27.9,Home,LAL
2025-03-02,Lakers,Clippers,W,Starter,PF,35:32,17,6,17,0.353,1,6,0.167,4,4,1,1,4,5,9,2,1,8,2,9.8,Home,LAL
2025-02-28,Lakers,Clippers,W,Starter,PF,37:17,28,12,21,0.571,2,7,0.286,2,3,0.667,1,12,13,3,1,0,4,0,21.1,Home,LAL
